PMID,Year,Title,Abstract,FirstAuthor
"39207352","2024","Evolving role of artificial intelligence in health care.","N/A","Deering Thomas F"
"39207353","2024","Learning AI for busy clinicians: Staying ahead.","N/A","Narayan Sanjiv M"
"38797305","2024","Machine learning for prediction of ventricular arrhythmia episodes from&#xa0;intracardiac electrograms of automatic implantable cardioverter-defibrillators.","Despite effectiveness of the implantable cardioverter-defibrillator (ICD) in saving patients with life-threatening ventricular arrhythmias (VAs), the temporal occurrence of VA after ICD implantation is unpredictable.

The study aimed to apply machine learning (ML) to intracardiac electrograms (IEGMs) recorded by ICDs as a unique biomarker for predicting impending VAs.

The study included 13,516 patients who received Biotronik ICDs and enrolled in the CERTITUDE registry between January 1, 2010, and December 31, 2020. Database extraction included IEGMs from standard quarterly transmissions and VA event episodes. The processed IEGM data were pulled from device transmissions stored in a centralized Home Monitoring Service Center and reformatted into an analyzable format. Long-range (baseline or first scheduled remote recording), mid-range (scheduled remote recording every 90 days), or short-range predictions (IEGM within 5 seconds before the VA onset) were used to determine whether ML-processed IEGMs predicted impending VA events. Convolutional neural network classifiers using ResNet architecture were employed.

Of 13,516 patients (male, 72%; age, 67.5 &#xb1; 11.9 years), 301,647 IEGM recordings were collected; 27,845 episodes of sustained ventricular tachycardia or ventricular fibrillation were observed in 4467 patients (33.0%). Neural networks based on convolutional neural networks using ResNet-like architectures on far-field IEGMs yielded an area under the curve of 0.83 with a 95% confidence interval of 0.79-0.87 in the short term, whereas the long-range and mid-range analyses had minimal predictive value for VA events.

In this study, applying ML to ICD-acquired IEGMs predicted impending ventricular tachycardia or ventricular fibrillation events seconds before they occurred, whereas midterm to long-term predictions were not successful. This could have important implications for future device therapies.","Cha Yong-Mei"
"38588991","2024","Balancing innovation and professionalism: The emerging role of AI-powered chatbots in medical consultation.","N/A","Itelman Edward"
"39615816","2024","Salvaged by the stylet: Procedural insights from difficult cases of left bundle branch area pacing.","N/A","Ghosh Anindya"
"37307884","2023","Significance of effective cardiac resynchronization therapy pacing for clinical responses: An analysis based on the effective cardiac resynchronization therapy algorithm.","High percent ventricular pacing maximizes cardiac resynchronization therapy (CRT) response. An effective CRT algorithm classifies each left ventricular (LV) pace as effective or ineffective on the basis of the detection of QS or QS-r morphology on the electrogram; however, the relationship between percent effective CRT pacing (%e-CRT) and responses is unclear.

We aimed to clarify the association between %e-CRT and clinical outcomes.

Of the 136 consecutive CRT patients, 49 using the adaptive and effective CRT algorithm with percent ventricular pacing > 90% were evaluated. The primary and secondary outcomes were heart failure (HF) hospitalization and prevalence of CRT responders, defined as patients with an improvement in LV ejection fraction of &#x2265;10% or a reduction in LV end-systolic volume of &#x2265;15% after CRT device implantation, respectively.

We divided the patients into the effective group (n = 25) and the less effective group (n = 24) by the median value of %e-CRT (97.4% [93.7%-98.3%]). During the median follow-up period of 507 days (interquartile range 335-730 days), the effective group had a significantly lower risk of HF hospitalization than the less effective group as revealed by Kaplan-Meier analysis (log-rank, P = .016). Univariate analysis revealed %e-CRT &#x2265; 97.4% (hazard ratio 0.12; 95% confidence interval 0.01-0.95; P = .045) as a predictor of HF hospitalization. The effective group had a higher prevalence of CRT responders than the less effective group (23 [92%] vs 9 [38%]; P < .001). Univariate analysis revealed that %e-CRT &#x2265; 97.4% (odds ratio 19.20; 95% confidence interval 3.63-101.00; P < .001) was a predictor of CRT response.

High %e-CRT is associated with high CRT responder prevalence and low HF hospitalization risk.","Oka Satoshi"
"37172670","2023","Improved outcomes of conduction system pacing in heart failure with reduced ejection fraction: A systematic review and meta-analysis.","Conduction system pacing (CSP)-His bundle pacing (HBP) and left bundle branch area pacing (LBBAP)-are emerging alternatives to biventricular pacing (BVP) for cardiac resynchronization therapy (CRT) in heart failure. However, evidence is largely limited to small and observational studies. We conducted a meta-analysis including a total of 15 randomized controlled trials (RCTs) and non-RCTs that compare CSP (HBP and LBBAP) with BVP in patients with CRT indications. We assessed the mean differences in QRS duration (QRSd), pacing threshold, left ventricular ejection fraction (LVEF), and New York Heart Association (NYHA) class score. CSP resulted in a pooled mean QRSd improvement of -20.3 ms (95% confidence interval [CI] -26.1 to -14.5 ms; P < .05; I= 87.1%) vs BVP. For LVEF, a weighted mean increase of 5.2% (95% CI 3.5%-6.9%; P < .05; I= 55.6) was observed after CSP vs BVP. The mean NYHA score was reduced by -0.40 (95% CI -0.6 to -0.2; P < .05; I= 61.7) after CSP vs BVP. A subgroup analysis of outcomes stratified by LBBAP and HBP demonstrated statistically significant weighted mean improvements of QRSd and LVEF with both CSP modalities compared with BVP. LBBAP resulted in NYHA improvement compared with BVP, without differences between CSP subgroups. LBBAP is associated with a significantly lowered mean pacing threshold of -0.51 V (95% CI -0.68 to -0.38 V) while HBP had increased the mean threshold (0.62 V; 95% CI -0.03 to 1.26 V) compared with BVP; however, this was associated with significant heterogeneity. Overall, both CSP techniques are feasible and effective CRT alternatives for heart failure. Further RCTs are needed to establish long-term efficacy and safety.","Gin Julian"
"37217065","2023","MAgnetic resonance imaging based DUal lead cardiac Resynchronization therapy: A prospectIve Left Bundle Branch Pacing study (MADURAI LBBP study).","Cardiac resynchronization therapy (CRT) is a class I indication for left ventricular ejection fraction (LVEF) &#x2264;35% and heart failure (HF). Left bundle branch block (LBBB)-associated nonischemic cardiomyopathy (LB-NICM) with minimal or no scar by cardiac magnetic resonance (CMR) imaging may be associated with excellent prognosis following CRT. Left bundle branch pacing (LBBP) can achieve excellent resynchronization in LBBB patients.

The purpose of this study was to prospectively assess the feasibility and efficacy of LBBP with or without a defibrillator in patients with LB-NICM and LVEF &#x2264;35%, risk stratified by CMR.

Patients with LB-NICM, LVEF &#x2264;35%, and HF were prospectively enrolled from 2019 to 2022. If the scar burden was <10% by CMR then LBBP only (group I) and if &#x2265;10% then LBBP + implantable cardioverter-defibrillator (ICD) (group II) was performed. Primary endpoints were (1) echocardiographic response (ER) [&#x394;LVEF &#x2265;15%] at 6 months; and (2) composite of time to death, heart failure hospitalization (HFH), or sustained ventricular tachycardia (VT)/ventricular fibrillation (VF). Secondary endpoints were (1) echocardiographic hyperresponse (EHR) [LVEF &#x2265;50% or &#x394;LVEF &#x2265;20%] at 6 and 12 months; and (2) indication for ICD upgrade [persistent LVEF <35% at 12 months or sustained VT/VF].

One hundred twenty patients were enrolled. CMR showed <10% scar burden in 109 patients (90.8%). Four patients opted for LBBP+ICD and withdrew. LBBP-optimized dual-chamber pacemaker (LOT-DDD-P) was performed in 101 patients and LOT-CRT-P in 4 patients (group I; n = 105). Eleven patients with scar burden &#x2265;10% underwent LBBP+ICD (group II). During mean-follow-up of 21 &#xb1; 12 months, the primary endpoint of ER was observed in 80% (68/85 patients) in group I vs 27% (3/11 patients) in group II (P&#xa0;= .0001). Primary composite endpoint of death, HFH, or VT/VF occurred in 3.8% in group I vs 33.3% in group II (P <.0001). Secondary endpoint of EHR (LVEF&#x2265;50%) was observed in 39.5% vs 0%, 61.2% vs 9.1%, and 80% vs 33.3% at 3, 6, and 12 months in groups I and II, respectively.

CMR-guided CRT using LOT-DDD-P seems to be a safe and feasible approach in LB-NICM and has the potential to reduce health care costs.","Ponnusamy Shunmuga Sundaram"
"36646235","2023","Incidence and management of atrioventricular conduction disorders in new-onset left bundle branch block after TAVI: A prospective multicenter study.","New-onset left bundle branch block (LBBB) is one of the most frequent complications after transcatheter aortic valve implantation (TAVI) and is associated with delayed high degree atrioventricular (AV) block.

The objectives of this study were to determine the incidence of AV block in such a population and to assess the performance and safety of a risk stratification algorithm on the basis of electrophysiology study (EPS) followed by implantation of a pacemaker or implantable loop recorder (ILR).

This was a prospective open-label study with 12-month follow-up. From June 8, 2015, to November 8, 2018, 183 TAVI recipients (mean age 82.3 &#xb1; 5.9 years) were included at 10 centers. New-onset LBBB after TAVI persisting for >24 hours was assessed by electrophysiology study during initial hospitalization. High-risk patients (His-ventricle interval &#x2265;70 ms) were implanted with a dual-chamber pacemaker recording AV conduction disturbance episodes. Patients at lower risk were implanted with an ILR with automatic remote monitoring.

A high-grade AV conduction disorder was identified in 56 patients (30.6%) at 12 months. Four subjects were symptomatic, all in the ILR group. No complications were associated with the stratification procedure. Patients with His-ventricle interval &#x2265;70 ms displayed more high-grade AV conduction disorders (53.2% [25 of 47] vs 22.8% [31 of 136]; P < .001). In a multivariate analysis, His-ventricle interval &#x2265;70 ms was independently associated with the occurrence of a high-grade conduction disorder (subdistribution hazard ratio 2.4; 95% confidence interval 1.2-4.8; P = .010).

New-onset LBBB after TAVI was associated with high rates of high-grade AV conduction disturbances. The stratification algorithm provided safe and valuable aid to management decisions and reliable guidance on pacemaker implantation.","Massoulli&#xe9; Gr&#xe9;goire"
"36720441","2023","Management of new-onset left bundle branch block after transcatheter aortic valve implantation: In whom to pace or not to pace?","N/A","Chew Derek S"
"36720442","2023","Simplifying follow-up of left bundle branch pacing leads: Assessment of left bundle branch capture using a programmer only.","N/A","Tan Eugene S J"
"36702391","2023","Right bundle branch pacing: Criteria, characteristics, and outcomes.","Targets for right-sided conduction system pacing (CSP) include His bundle and right bundle branch. Electrocardiographic patterns, diagnostic criteria, and outcomes of right bundle branch pacing (RBBP) are not known.

Our aims were to delineate electrocardiographic and electrophysiological characteristics of RBBP and to compare outcomes between RBBP and His bundle pacing (HBP).

Patients with confirmed right CSP were divided according to the conduction system potential to QRS complex interval at the pacing lead implantation site. Six hypothesized RBBP criteria as well as pacing parameters, echocardiographic outcomes, and all-cause mortality were analyzed.

All analyzed criteria discriminated between HBP and RBBP: double QRS complex transition during the threshold test, selective paced QRS complex different from conducted QRS complex, stimulus to selective-QRS complex > potential-QRS complex, small increase in VR-wave peak time (VRWPT) during QRS complex transition, equal capture thresholds of CSP and myocardium, and stimulus-VRWPT > potential-VRWPT (adopted as the diagnostic standard). According to the last criterion, RBBP was observed in 19.2% of patients (64 of 326) who had been targeted for HBP, present mainly among patients with potential to QRS complex interval <35 ms (90.6% [48 of 53]) and occasionally among the remaining patients (5.6% [16 of 273]). RBBP was characterized by longer QRS complex (by 10.5 ms), longer VRWPT (by 11.6 ms), and better sensing (by 2.6 mV) compared with HBP. During a median follow-up duration of 29 months, no differences in capture threshold, echocardiographic outcomes, or mortality were found.

RBBP has distinct features that separate it from HBP and is observed in approximately a fifth of patients in whom HBP is intended.","Jastrz&#x119;bski Marek"
"36796531","2023","Lead deformation of the stylet-driven lead in left bundle branch area pacing.","N/A","Okubo Yousaku"
"36621589","2023","Detection and identification of cardiac implanted electronic devices in a large data set of chest radiographs using semi-supervised artificial intelligence methods.","N/A","Theriault Lauzier Pascal"
"36842610","2023","Outcomes of conduction system pacing for cardiac resynchronization therapy in patients with heart failure: A multicenter experience.","Whether conduction system pacing (CSP) is an alternative option for cardiac resynchronization therapy (CRT) in patients with heart failure remains an area of active investigation.

The purpose of this study was to assess the echocardiographic and clinical outcomes of CSP compared to biventricular pacing (BiVP).

This multicenter retrospective study included patients who fulfilled CRT indications and received CSP. Patients with CSP were matched using propensity score matching and compared in a 1:1 ratio to patients who received BiVP. Echocardiographic and clinical outcomes were assessed. Response to CRT was defined as an absolute increase of &#x2265;5% in left ventricular ejection fraction (LVEF) at 6 months post-CRT.

A total of 238 patients were included. Mean age was 69.8 &#xb1; 12.5 years, and 66 (27.7%) were female. Sixty-nine patients (29%) had His-bundle pacing, 50 (21%) had left bundle branch area pacing, and 119 (50%) had BiVP. Mean follow-up duration in the CSP and BiVP groups was 269 &#xb1; 202 days and 304 &#xb1; 262 days, respectively (P = .293). The proportion of CRT responders was greater in the CSP group than in the BiVP group (74% vs 60%, respectively; P = .042). On Kaplan-Meier analysis, there was no statistically significant difference in the time to first heart failure hospitalization (log-rank P = .78) and overall survival (log-rank P&#xa0;=&#xa0;.68) between the CSP and BiVP groups.

In patients with heart failure and reduced ejection fraction, CSP resulted in greater improvement in LVEF compared to BiVP. Large-scale randomized trials are needed to validate these outcomes and further investigate the different options available for CSP.","Ezzeddine Fatima M"
"37741526","2023","In search of the ""true"" left bundle branch block: The art of asking research questions.","N/A","Tereshchenko Larisa G"
"37696443","2023","ECG characteristics of ""true"" left bundle branch block: Insights from transcatheter aortic valve-related LBBB and His-Purkinje conduction system pacing-correctable LBBB.","Left bundle branch block (LBBB) pattern on the electrocardiogram includes patients with both complete conduction block in the His-Purkinje system as well as nonspecific left ventricular conduction delay without discrete block.

The purpose of this study was to characterize electrocardiographic morphological features of LBBB patterns in patients with (1) LBBB after transcatheter aortic valve replacement (TAVR) and (2) LBBB correctable by conduction system pacing (CSP).

Consecutive patients with post-TAVR (n = 123) or CSP-correctable LBBB (n = 58) from 2 centers were included in this retrospective evaluation. QRS durations as well as detailed morphological features, including notching and slurring, of QRS complexes in leads I, aVL, V, V, V, and Vand in all 3 inferior leads were recorded.

The mean age of the entire cohort was 78.3 &#xb1; 10.1 years, with 48% of the cohort being male&#xa0;(87/181). In the CSP-correctable group (n = 58), 14 (24.1%) underwent His-bundle pacing and 44 (75.9%) left bundle branch area pacing. A total of 17 of 181 (9.4%) of the combined cohort failed to completely meet the Strauss criteria. QRS morphology in lead V/Vwas always either rS or QS, and there were no q/Q waves noted in lead V/V. Although dominant R waves were seen in leads I and aVL of 176 of 181 (97.2%), q/Q waves were present in only 21 of 181 (11.6%). Importantly, notched or slurred QRS complexes were identified in at least 1 lead of 4 leads I, aVL, V, and Vin 181 of 181 (100%).

Strauss criteria and QRS notching are highly prevalent in LBBB after TAVR and in LBBB correctable by CSP.","Kawamura Iwanari"
"37516414","2023","Left bundle branch area pacing reduces epicardial dispersion of repolarization compared with biventricular cardiac resynchronization therapy.","Biventricular endocardial pacing (BiV-endo) and left bundle branch area pacing (LBBAP) are novel methods of delivering cardiac resynchronization therapy. These techniques are associated with improved activation times and acute hemodynamic response compared with conventional biventricular epicardial pacing (BiV-epi); however, the effects on repolarization and arrhythmic risk are unknown.

The purpose of this study was to compare the effects of temporary BiV-epi, BiV-endo, and LBBAP on epicardial left ventricular (LV) repolarization using electrocardiographic imaging (ECGi).

Eleven patients indicated for cardiac resynchronization therapy underwent a temporary pacing protocol with ECGi. BiV-endo was delivered via endocardial stimulation of the LV lateral wall. LBBAP was delivered by pacing the LV septum. Epicardial LV repolarization time (LVRT-95; time taken for 95% of the LV to repolarize), LV RT dispersion, mean LV activation recovery interval (ARI), LV ARI dispersion, and RT gradients were calculated.

The protocol was completed in 10 patients. During LBBAP, there were significant reductions in LVRT-95 (94.9 +/- 17.4 ms vs 125.0 +/- 29.4 ms; P = .03) and LV RT dispersion (29.4 +/- 6.3 ms vs 40.8 +/- 11.4 ms; P = .015) compared with BiV-epi. In contrast, there were no significant differences between baseline, BiV-epi, or BiV-endo. There was a nonsignificant reduction in mean RT gradients between LBBAP and baseline rhythm (0.74 +/- 0.22 ms/mm vs 1.01 +/- 0.31 ms/mm; P = .07). There were no significant differences in mean LV ARI or LV ARI dispersion between groups.

Temporary LBBAP reduces epicardial dispersion of repolarization compared with conventional BiV-epi. Further study is required to determine whether these repolarization changes on ECGi translate into a reduced risk of ventricular arrhythmia in clinical practice.","Elliott Mark K"
"37283271","2023","2023 HRS/APHRS/LAHRS guideline on cardiac physiologic pacing for the avoidance and mitigation of heart failure.","Cardiac physiologic pacing (CPP), encompassing cardiac resynchronization therapy (CRT) and conduction system pacing (CSP), has emerged as a pacing therapy strategy that may mitigate or prevent the development of heart failure (HF) in patients with ventricular dyssynchrony or pacing-induced cardiomyopathy. This clinical practice guideline is intended to provide guidance on indications for CRT for HF therapy and CPP in patients with pacemaker indications or HF, patient selection, pre-procedure evaluation and preparation, implant procedure management, follow-up evaluation and optimization of CPP response, and use in pediatric populations. Gaps in knowledge, pointing to new directions for future research, are also identified.","Chung Mina K"
"37348800","2023","Result of the Physiologic Pacing Registry, an international multicenter prospective observational study of conduction system pacing.","Conduction system pacing (CSP), including both left bundle branch area pacing (LBBAP) and His-bundle pacing (HBP) has been proposed as an alternative therapy option for patients with indication for cardiac pacing to treat bradycardia or heart failure.

The purpose of this study was to evaluate implant success, safety, and electrical performances of HBP and LBBAP in the multinational Physiological Pacing Registry.

The international prospective observational registry included 44 sites from 16 countries globally between November 2018 and May 2021.

Of 870 subjects enrolled, CSP lead implantation was attempted in 849 patients. Subjects with successful CSP lead implantation were followed for 6 months (5 +/- 2 months). CSP lead implantation was successful in 768 patients (90.4%). Implant success was 95.2% (239/251) for LBBAP and 88.5% (529/598) for HBP (P = .002). Procedural duration and fluoroscopy duration were comparable between LBBAP and HBP (P = .537). Capture threshold at implant was 0.69 +/- 0.39 V at 0.46 +/- 0.15 ms in LBBAP and 1.44 +/- 1.03 V at 0.71 +/- 0.33 ms in HBP (P <.001). Capture threshold at 6 months was 0.79 +/- 0.33 V at 0.44 +/- 0.13 ms in LBBAP and 1.59 +/- 0.97 V at 0.67 +/- 0.31 ms in HBP (P <.001). Pacing threshold rise >=1 V was observed at 6 months in 3 of 208 (1.4%) of LBBAP and 55 of 418 (13.2%) of HBP (P <.001). Serious adverse events related to implant procedure or CSP lead occurred in 5 of 251 (2.0%) with LBBAP and 25 of 598 (4.2%) with HBP (P = .115).

This large prospective multicenter study demonstrates that CSP is technically feasible in most patients with relatively higher implant success and suggests that, with current technology, LBBAP may have better pacing parameters than HBP.","Vazquez Pablo Morina"
"36693613","2023","Incidence of infranodal conduction delay in patients with left bundle branch block after transcatheter aortic valve replacement: Impact of the 2021 ESC guidelines for cardiac pacing.","N/A","Badertscher Patrick"
"37247684","2023","Machine learning-powered, device-embedded heart sound measurement can optimize AV delay in patients with CRT.","Continuous optimization of atrioventricular (AV) delay for cardiac resynchronization therapy (CRT) is mainly performed by electrical means.

The purpose of this study was to develop an estimation model of cardiac function that uses a piezoelectric microphone embedded in a pulse generator to guide CRT optimization.

Electrocardiogram, left ventricular pressure (LVP), and heart sounds were simultaneously collected during CRT device implantation procedures. A piezoelectric alarm transducer embedded in a modified CRT device facilitated recording of heart sounds in patients undergoing a pacing protocol with different AV delays. Machine learning (ML) was used to produce a decision-tree ensemble model capable of estimating absolute maximal LVP (LVP) and maximal rise of LVP (LVdP/dt) using 3 heart sound-based features. To gauge the applicability of ML in AV delay optimization, polynomial curves were fitted to measured and estimated values.

In the data set of &#x223c;30,000 heartbeats, ML indicated S1 amplitude, S2 amplitude, and S1 integral (S1 energy for LVdP/dt) as most prominent features for AV delay optimization. ML resulted in single-beat estimation precision for absolute values of LVPand LVdP/dtof 67% and 64%, respectively. For 20-30 beat averages, cross-correlation between measured and estimated LVPand LVdP/dtwas 0.999 for both. The estimated optimal AV delays were not significantly different from those measured using invasive LVP (difference -5.6 &#xb1; 17.1 ms for LVPand +5.1 &#xb1; 6.7 ms for LVdP/dt). The difference in function at estimated and measured optimal AV delays was not statiscally significant (1&#xa0;&#xb1; 3 mm Hg for LVPand 9 &#xb1; 57 mm Hg/s for LVdP/dt).

Heart sound sensors embedded in a CRT device, powered by a ML algorithm, provide a reliable assessment of optimal AV delays and absolute LVPand LVdP/dt.","Westphal Philip"
"37495037","2023","Early left bundle branch pacing in heart failure with mildly reduced ejection fraction and left bundle branch block.","Left bundle branch pacing (LBBP) achieves resynchrony and improves cardiac function in heart failure (HF) patients with reduced ejection fraction (EF) by correcting left bundle branch block (LBBB). Few data on the efficacy of early LBBP in HF with mildly reduced EF (HFmrEF) and LBBB have been reported.

The purpose of this study was to explore the efficacy of early LBBP in patients with HFmrEF and LBBB.

Consecutive patients with HFmrEF (left ventricular EF [LVEF] 35%-50%) and LBBB were prospectively enrolled to receive LBBP (Early-LBBP group) plus guideline-directed medical therapy (GDMT) or GDMT alone (GDMT group). Study outcomes included changes in LVEF, LV end-diastolic diameter (LVEDD), New York Heart Association (NYHA) functional classification, and N-terminal pro-brain natriuretic peptide (NT-proBNP), and clinical events (HF rehospitalization or syncope). Subgroup analysis compared efficacy of LBBP between patients with LBBB only without comorbidities or late gadolinium enhancement (LGE) (LBBB-Only group) and patients with either comorbidities or LGE (LBBB-Combined group).

Fifty-four patients were enrolled and analyzed (37 Early-LBBP group; 15 GDMT group). LBBP achieved greater improvement in LVEF (+14.75% &#xb1; 7.37% vs -2.42% &#xb1; 2.84%; P <.001), reduction of LVEDD (-7.51 &#xb1; 5.40 mm vs -0.87 &#xb1; 4.36 mm; P <.001) and NYHA classification (-0.84 &#xb1; 0.76 vs -0.13 &#xb1; 0.74; P = .004), and similar reduction of NT-proBNP (-408.83 &#xb1; 920.29 pg/mL vs -229.05 &#xb1; 1579.17 pg/mL; P = .610) at 6 months. Early LBBP showed significantly reduced clinical events (0.0% vs 40.0%; P <.001) after 20.68 &#xb1; 13.55 months of follow-up. Subgroup analysis showed patients in the LBBB-Only group benefited more from LBBP with regard to LVEF improvement and LVEDD reduction than the LBBB-Combined group.

Early LBBP with GDMT demonstrated greater improvement of cardiac function and reduced clinical events than GDMT alone in patients with HFmrEF and LBBB.","Zeng Jiaxin"
"36906165","2023","Rate and nature of complications of conduction system pacing compared with right ventricular pacing: Results of a propensity score-matched analysis from a multicenter registry.","Conduction system pacing (CSP) using His bundle pacing (HBP) or left bundle branch area pacing (LBBAP) has emerged as an alternative to right ventricular pacing (RVP). Comparative data on the risk of complications between CSP and RVP are lacking.

This prospective, multicenter, observational study aimed to compare the long-term risk of device-related complications between CSP and RVP.

A total of 1029 consecutive patients undergoing pacemaker implantation with CSP (including HBP and LBBAP) or RVP were enrolled. Propensity score matching for baseline characteristics yielded 201 matched pairs. The rate and nature of device-related complications occurring during follow-up were prospectively collected and compared between the 2 groups.

During a mean follow-up duration of 18 months, device-related complications were observed in 19 patients: 7 in RVP (3.5%) and 12 in CSP (6.0%) (P = .240). On dividing the matched cohort into 3 groups with similar baseline characteristics according to pacing modality (RVP, n = 201; HBP, n = 128; LBBAP, n = 73), patients with HBP showed a significantly higher rate of device-related complications than did patients with RVP (8.6% vs 3.5%; P = .047) and patients with LBBAP (8.6% vs 1.3%; P = .034). Patients with LBBAP showed a rate of device-related complications similar to that of patients with RVP (1.3% vs 3.5%; P = .358). Most of the complications observed in patients with HBP (63.6%) were lead related.

Globally, CSP was associated with a risk of complications similar to that of RVP. Considering HBP and LBBAP separately, HBP showed a significantly higher risk of complications than did both RVP and LBBAP whereas LBBAP showed a risk of complications similar to that of RVP.","Palmisano Pietro"
"38154602","2023","R-R' interval in the left bundle branch block predicts long-term outcomes after cardiac resynchronization therapy by estimating greater mechanical dyssynchrony and viable myocardium.","Typical left bundle branch block (LBBB) shows 2 peaks of the R wave, which reflect activation reaching the interventricular septum (R) and posterolateral wall (R') sequentially.

The purpose of this study was to investigate the relationship among R-R' interval (RR'), mechanical dyssynchrony, extent of viable myocardium, and long-term outcomes in cardiac resynchronization therapy (CRT) candidates.

The study enrolled 49 patients (34 men; mean age: 69 &#xb1; 11 years) with LBBB who received CRT. The LBBB definition used requires the presence of mid-QRS notching in leads V, V, V, V, I, and aVL. Baseline evaluations were QRS duration (QRSd) and RR' measured from the 12-lead electrocardiogram; eyeball dyssynchrony (apical rocking and septal flash) and opposing-wall delay by speckle tracking from echocardiography, and extent of viable myocardium assessed by thallium-201 single-photon emission computed tomography. Primary outcomes included the combination of all-cause death and heart failure-related hospitalization.

RR' predicted volumetric response better than QRSd (area under the curve 0.73 vs 0.67, respectively). The long RR' group (&#x2265;48 ms) revealed more frequent eyeball dyssynchrony and significantly greater radial (SL) and circumferential dyssynchrony (AP and SL) and %viable segment than the short RR' group. In multivariate regression analysis, only RR' &#x2265;48 ms was independently associated with higher event-free survival rates following CRT (hazard ratio 0.21; P = .014).

These findings suggest that RR' in complete LBBB was associated with mechanical dyssynchrony, extent of viable myocardium, and long-term outcomes following CRT.","Kodama Nozomi"
"38141901","2023","Reply to the Editor- Alternate interpretation of left bundle branch potential.","N/A","Ponnusamy Shunmuga Sundaram"
"38142831","2023","Left bundle branch pacing lead for sensing ventricular arrhythmias in implantable cardioverter-defibrillator: A pilot study (LBBP-ICD study).","Left bundle branch pacing (LBBP) has been suggested as an alternative modality for biventricular pacing in cardiac resynchronization therapy (CRT)-eligible patients. As it provides stable R-wave sensing, LBBP has been recently used to provide sensing of ventricular arrhythmia in patients receiving implantable cardioverter-defibrillator (ICD) with CRT.

The aim of this study was to analyze the long-term safety and efficacy of the LBBP lead for appropriate detection of ventricular arrhythmia and delivery of antitachycardia pacing (ATP) in patients requiring defibrillator therapy with CRT.

CRT-eligible patients who underwent successful LBBP-optimized ICD and LBBP-optimized CRT with defibrillator were enrolled. The LBBP lead was connected to the right ventricular-P/S port after capping the IS-1 connector plug of the DF-1-ICD lead. LBBP-optimized ICD or LBBP-optimized CRT with defibrillator was decided on the basis of correction of conduction system disease. Documented arrhythmic episodes and therapy delivered were analyzed.

Thirty patients were enrolled. The mean age was 59.7 &#xb1; 10.5 years. LBBP resulted in an increase in left ventricular ejection fraction from 29.9% &#xb1; 4.6% to 43.9% &#xb1; 11.2% (P < .0001). During a mean follow-up of 22.9 &#xb1; 12.5 months, 254 ventricular arrhythmic events were documented. Appropriate events (n = 225 [89%]) included nonsustained ventricular tachycardia (VT) (n = 212 episodes [94%]), VT (n = 8 [3.5%]), and ventricular fibrillation (n = 5 [2.5%]). ATP efficacy in terminating VT was 75%. Eleven percent of episodes (n = 29) were inappropriately detected because of T-wave oversensing. Inappropriate therapy (ATP) was delivered for 14 episodes (5.5%). Three patients (10%) had worsening of tricuspid regurgitation.

Sensing from the LBBP lead for arrhythmia detection is safe as &#x223c;90% of the episodes were detected appropriately. Future studies with a dedicated LBBP-defibrillator lead along with algorithms to avoid oversensing can help in combining defibrillation with conduction system pacing.","Ponnusamy Shunmuga Sundaram"
"38142833","2023","To the Editor- Alternate interpretation of left bundle branch potential.","N/A","Pavri Behzad B"
"38147906","2023","Effect of left bundle branch pacing on right ventricular function: A&#xa0;3-dimensional echocardiography study.","The effect of left bundle branch pacing (LBBP) on right ventricular (RV) function is not well known, and there is conflicting evidence regarding whether cardiac resynchronization therapy improves RV function.

The study aimed to investigate the effect of LBBP on RV function and to evaluate the response of RV dysfunction (RVD) to LBBP.

Sixty-five LBBP candidates were prospectively included in the study and underwent echocardiography at baseline and 6-month follow-up. LBBP response was left ventricular (LV) reverse remodeling, defined as a reduction in LV end-systolic volume of &#x2265;15% at follow-up.

Patients were assigned to 2 subgroups on the basis of 3-dimensional echocardiography-derived RV ejection fraction (EF) before LBBP implantation: 30 patients (46%) in the no RVD group and 35 patients (54%) in the RVD group. The RVD group was characterized by higher N-terminal pro-brain natriuretic peptide levels, New York Heart Association functional class, and larger LV/RV size. LBBP induced a significant reduction in QRS duration, LV size, and improvement in LVEF and mechanical dyssynchrony in both the no RVD and RVD groups, and a significant improvement in RV volumes and RVEF in the RVD group (all P<.01). LBBP resulted in a similar percentage reduction in QRS duration, LV dimensions, LV volumes, and percentage improvement in LVEF in RVD and no RVD groups (all P&#xff1e;.05). LV reverse remodeling (29 of 35 patients vs 27 of 30 patients; P = .323) in the RVD group was similar to that in the no RVD group after LBBP.

LBBP induces excellent electrical and mechanical resynchronization, with a significant improvement in RV volumes and function. RVD did not diminish the beneficial effects on LV reverse remodeling after LBBP.","Tian Fangyan"
"37757961","2023","Nuances in conduction system pacing reporting: Value of prospective and adjudicated data.","N/A","Katrapati Praneeth"
"37328130","2023","Machine learning and the automated optimization of cardiac device parameters.","N/A","Mendenhall G Stuart"
"38065421","2023","New insights into a personalized approach to conduction system pacing.","N/A","Wu Shengjie"
