PMID,Year,Title,Abstract,FirstAuthor
"40864027","2025","Conduction system pacing for pacing-induced cardiomyopathy: Could the cure be worse than the ill?","N/A","Lau Ernest W"
"39826638","2025","Peak frequency analysis and functional substrate mapping to predict critical isthmus of atypical atrial tachycardia: Findings from a novel automated annotation algorithm to detect near-field signals.","Atypical atrial tachycardia (AT) is a commonly encountered rhythm disorder, especially in patients with underlying atrial scar. Peak frequency (PF) annotation of bipolar electrograms is a novel method that mainly aims to discriminate near-field and far-field signals.

This study aimed to evaluate the PF annotation of low-voltage zones and deceleration zones during sinus/paced rhythm and their role in predicting the critical isthmus (CI) and termination sites of atypical ATs.

We retrospectively included a total of 25 patients (mean age, 60 &#xb1; 12 years; 13 [52%] male) who underwent high-density mapping during both sinus/paced rhythm and AT. Omnipolar voltage and isochronal late activation maps of the left atrium were created on the basis of PF annotation. The CI of the AT was defined on the basis of both activation mapping and successful termination site/change in AT during ablation.

A total of 30 ATs were mapped in the left atrium (22 [73.3%], localized reentry; 8 [26.7%], macroreentry). Median PF of the termination site was significantly higher compared with low-voltage zones alone (345 [209-530] Hz vs 235 (47-417] Hz; P < .001). PF had a significant predictive value for the termination site (area under the curve, 0.83; 95% confidence interval, 0.719-0.950; P < .001). When the cutoff value for PF was taken as 280 Hz, the sensitivity of the test was determined to be 80.0% and the specificity was determined to be 78.3%.

A PF annotation algorithm with a cutoff of 280 Hz accurately detects the CI of atypical ATs and accurately predicts deceleration zones during isochronal late activation mapping.","Yorgun Hikmet"
"41265768","2025","Predicting decline in left ventricular function after new-onset left bundle branch block.","Left bundle branch block (LBBB) has been associated with an increased risk of incident left ventricular systolic dysfunction. Identifying high-risk patients early is challenging but important for timely management.

This study aimed to identify predictors of significant left ventricular ejection fraction (LVEF) decline in patients with LBBB using clinical, echocardiographic, and electrocardiographic (ECG) data.

A retrospective cohort of 769 patients with newly diagnosed LBBB and preserved LVEF (&#x2265;50%) was analyzed. Univariable and multivariable Cox proportional hazards regression analyses were used to identify predictors of &#x2265;20% LVEF decline on follow-up echocardiography as the primary outcome. A risk prediction model was constructed using pooled estimates.

Over a median follow-up of 4.9 years (interquartile range 2.3-8.4), 242 patients (31.5%) experienced an LVEF decline of &#x2265;20%. In multivariable Cox regression, 2 artificial intelligence-derived ECG scores previously developed to detect LV systolic and diastolic dysfunction were independently associated with LVEF decline (hazard ratio 1.01, per 1% probability increase for low LVEF; P = .005; hazard ratio 1.25, per predicted diastolic dysfunction grade, P = .005, respectively). The final model demonstrated modest discriminative ability with a C-index of 0.615, improving to 0.65 after adjusting for baseline LVEF and further to 0.70 in a landmark analysis of 1-year follow-up.

Artificial intelligence-derived ECG markers of LV systolic and diastolic dysfunction independently predicted future LVEF decline in patients with new-onset LBBB. Echocardiographic parameters may also enhance risk stratification. This predictive framework could be used to support monitoring and early intervention strategies in patients with LBBB.","Goings Dylan"
"40645431","2025","Two-year follow-up of the safety and clinical outcomes of stylet-driven leads for left bundle branch area pacing compared with right ventricular pacing in the Medicare population.","Stylet-driven leads have been increasingly used for left bundle branch area pacing (LBBAP). The long-term outcomes associated with LBBAP by stylet-driven leads have not been reported in a large cohort.

The purpose of this study was to compare the safety and clinical outcomes of stylet-driven leads placed at LBBAP vs right ventricular pacing (RVP) locations in dual-chamber (DC) pacemaker patients using large real-world data.

Medicare Fee-for-Service claims and Abbott device registration databases were linked to identify patients who had de novo DC pacemaker implants with the Tendril STS or UltiPace leads (Abbott, Abbott Park, IL) from January 1, 2020, to June 30, 2024, at LBBAP or RVP locations. The unadjusted and propensity score overlap weight-adjusted rates of complications, reinterventions, heart failure hospitalizations (HFHs), incident HFHs, and all-cause mortality at 2 years post-implantation were compared between the 2 groups.

A total of 2341 patients with LBBAP and 68,241 patients with RVP were identified. There was no difference in the rates of 30-day acute complications (hazard ratio [HR] 1.01; P = .95), chronic complications (HR 0.92; P = .51), or reinterventions (HR 0.76; P = .06) at 2 years between patients with LBBAP and RVP. The LBBAP group experienced significantly lower rates of HFHs (HR 0.72; P = .015), incident HFHs (HR 0.54; P = .04), and all-cause mortality (HR 0.64; P < .0001) at 2 years than did the RVP group.

DC pacemaker patients with LBBAP using Tendril STS or UltiPace stylet-driven leads experienced significantly lower rates of HFH and all-cause mortality, with similarly low complication rates compared with RVP over 2 years of follow-up in this large Medicare population.","Vijayaraman Pugazhendhi"
"40107403","2025","Comparison of the characteristics between machine learning and deep learning algorithms for ablation site classification in a novel cloud-based system.","CARTONET is a cloud-based system for the analysis of ablation procedures using the CARTO system. The current CARTONET R14 model employs deep learning, but its accuracy and positive predictive value (PPV) remain underevaluated.

This study aimed to compare the characteristics of the CARTONET system between the R12.1 and the R14 models.

Data from 396 atrial fibrillation ablation cases were analyzed. Using a CARTONET R14 model, the sensitivity and PPV of the automated anatomic location model were investigated. The distribution of potential reconnection sites and confidence level for each site were investigated. We also compared the difference in the data between the CARTONET R12.1, the previous CARTONET version, and the CARTONET R14 models.

We analyzed the overall tags of 39,169 points and the gap prediction of 625 segments using the CARTONET R14 model. The sensitivity and PPV of the R14 model significantly improved compared with the R12.1 model (R12.1 vs R14: sensitivity, 71.2% vs 77.5% [P < .0001]; PPV, 85.6% vs 86.2% [P = .0184]). The incidence of reconnections was highly observed in the posterior area of the right pulmonary veins (98/238 [41.2%]) and left pulmonary veins (190/387 [49.1%]). In contrast, the possibility of reconnection was highest in the roof area for the right pulmonary veins (14% [5.5%-41%]) and left pulmonary veins (16% [8%-22%]).

The R14 model significantly improved sensitivity and PPV compared with the R12.1 model. The tendency for predicting potential reconnection sites was similar to that of the previous version, the R12 model.","Narita Masataka"
"40840575","2025","Is left bundle branch area pacing the optimal pacing strategy for bradyarrhythmia with preserved ejection fraction? A network meta-analysis.","Cardiac physiological pacing (CPP), including biventricular pacing (BiVP), left bundle branch area pacing (LBBAP), and His-bundle pacing (HBP), has become the preferred strategy over right ventricular pacing (RVP) owing to the lower risk of pacing-induced cardiomyopathy. However, the evidence supporting CPP use in bradyarrhythmia with preserved left ventricular ejection fraction (LVEF) remains limited.

Our network meta-analysis aimed to explore outcomes of CPP in bradyarrhythmia with preserved LVEF.

A literature review was conducted from the inception of PubMed to April 2025. Eligibility criteria were adults who underwent pacing for bradyarrhythmia. Studies must have had a mean LVEF of at least 50% or less than 10% of heart failure patients and must be head-to-head comparisons among BiVP, LBBAP, HBP, and RVP. The primary endpoint was a composite of all-cause mortality and hospitalization for heart failure. Secondary end points were dyssynchrony index, LVEF, paced QRS duration, procedural success, fluoroscopy duration, and procedure-related complications.

A total of 29 studies involving 8795 patients (mean age 70.7 &#xb1; 11.33 years; mean LVEF 58.9% &#xb1; 8.7%) were included. LBBAP demonstrated a lower risk of composite primary endpoint than RVP (odds ratio 0.42; 95% confidence interval 0.25-0.70; P = .001), with the highest P scores (.931). LBBAP achieved the lowest dyssynchrony index and the narrowest paced QRS duration. BiVP showed the highest LVEF at follow-up. HBP had the lowest procedural success, the longest fluoroscopy duration, and the highest procedure-related complications.

LBBAP has the potential to be the first-line CPP strategy in bradyarrhythmia with preserved LVEF, owing to its efficacy in reducing hospitalization for heart failure and all-cause mortality.","Pajareya Patavee"
"40886749","2025","Left bundle branch area pacing preserves left ventricular ejection fraction in patients with preserved systolic function: A comparison with right ventricular pacing and the influence of left bundle branch capture.","Left bundle branch area pacing (LBBAP), which includes LBB pacing (LBBP) that captures the LBB and left ventricular septal pacing (LVSP) that does not, has been reported to improve clinical outcomes compared to right ventricular pacing (RVP). However, the clinical impact of LBB capture remains unclear.

To compare the incidence of pacing-induced cardiomyopathy (PICM) and post-operative LV ejection fraction (LVEF) between RVP and LBBAP in patients with normal pre-implantation LVEF, and to assess the impact of LBB capture.

In this retrospective study, 273 patients with &#x2265;20% ventricular pacing and pre-operative LVEF &#x2265;50% were included. Patients were categorized into RVP (n = 137) and LBBAP (n = 110) groups. LBBAP was further divided into LBBP and LVSP based on the presence of LBB capture, determined by output-dependent QRS transition at final echocardiographic assessment. PICM was defined as an absolute LVEF decline >10% with a final LVEF <50%. &#x394;LVEF was calculated as the difference between pre-operative and 1-year post-operative LVEF.

With a mean follow-up of 49 &#xb1; 31 months in the RVP group and 24 &#xb1; 12 months in the LBBAP group, LBBAP was associated with significantly lower PICM incidence (log-rank P = .003) and smaller &#x394;LVEF decline (-7 &#xb1; 11% vs -2 &#xb1; 8%, RVP vs LBBAP, P < .01). No significant differences were observed between LBBP and LVSP in PICM incidence or &#x394;LVEF.

Regardless of LBB capture, LBBAP was associated with significantly lower PICM incidence and better LVEF preservation compared with RVP.","Shimeno Kenji"
"39863043","2025","Failure of automatic capture management in left bundle branch pacing.","N/A","Vijayaraman Pugazhendhi"
"39892943","2025","Top stories: Physiologic pacing.","N/A","Vijayaraman Pugazhendhi"
"39800092","2025","Enhanced detection of atrial fibrillation in single-lead electrocardiograms using a Cloud-based artificial intelligence platform.","Although smartphone-based devices have been developed to record 1-lead electrocardiogram (ECG), existing solutions for automatic detection of atrial fibrillation (AF) often has poor positive predictive value.

This study aimed to validate a Cloud-based deep-learning platform for automatic AF detection in a large cohort of patients using 1-lead ECG records.

We analyzed 8528 patients with 30-second ECG records from a single-lead handheld ECG device. Ground truth for AF presence was established through a benchmark algorithm and expert manual labeling. The Willem Artificial Intelligence (AI) platform, not trained on these ECGs, was used for automatic arrhythmia detection, including AF. A rules-based algorithm was also used for comparison. An expert cardiology committee reviewed false positives and negatives, and performance metrics were computed.

The AI platform achieved an accuracy of 96.1% (initial labels) and 96.4% (expert review), with sensitivities of 83.3% and 84.2%, and specificities of 97.3% and 97.6%, respectively. The positive predictive value was 75.2% and 78.0%, and the negative predictive value was 98.4%. Performance of the AI platform largely exceeded the performance of the rules-based algorithm for all metrics. The AI also detected other arrhythmias, such as premature ventricular complexes, premature atrial complexes along with 1-degree atrioventricular blocks.

The result of this external validation indicates that the AI platform can match cardiologist-level accuracy in AF detection from 1-lead ECGs. Such tools are promising for AF screening and have the potential to improve accuracy in noncardiology expert health care professional interpretation and trigger further tests for effective patient management.","De Guio Fran&#xe7;ois"
"39863042","2025","First- and second-degree left bundle branch block and masquerading bundle branch block: Lessons learned during conduction system pacing.","N/A","Herweg Bengt"
"39914662","2025","Performance of an active fixation stylet-driven lead in left bundle branch area pacing: Results from INSIGHT-LBBA.","Left bundle branch area pacing (LBBAP) has been rapidly adopted despite a lack of leads with approved indications for LBBAP.

This study aims to analyze the performance of a 6Fr active fixation, stylet-driven lead in LBBAP.

The multicenter INSIGHT-LBBA registry analyzed consecutive LBBAP implant attempts with INGEVITY+ leads. Data were retrospectively collected with standardized entry via REDCap. Prespecified safety (lead-related complication [LRC]-free rate with performance goal >90% at 3 months) and effectiveness (pacing capture threshold [PCT] &#x2264;2 V@ 0.4 ms and R-waves &#x2265;5 mV; 3-month performance goal = 80%) endpoints were analyzed. External validation of lead effectiveness was performed on a separate cohort of LBBAP patients from the LATITUDE remote monitoring database.

The study enrolled 1122 single- or dual-chamber pacemaker patients from 8 US sites (mean age 76 &#xb1;10 years, 43% female, 48% atrioventicular [AV] block, 40% sinus node dysfunction). Those successfully implanted had a median follow-up of 302 days. Left bundle or left septal capture was achieved in 95.6% of patients (1073 of 1122) and 89.6% of leads (1073 of 1197, 1.07 leads per patient). The 3-month LRC-free rate was 97.7% (lower confidence limit [LCL] 96.6%) with an LRC-free rate of 97.2% at 24 months. At 3 months, 98.8% (LCL 97.7%) of PCTs were &#x2264;2 V, and 94.8% (LCL 92.7%) of sensed amplitudes were &#x2265; 5 mV. Results were stable through 24 months; 864 LBBAP implants were analyzed in the external validation cohort, and lead effectiveness was clinically indistinguishable across datasets.

In this study of an active fixation, stylet-driven lead, all prespecified performance goals for pacing, sensing, and LRC rates were met when used for LBBAP. External validation demonstrated concordant results.

NCT06014866.","Friedman Daniel J"
"39894134","2025","Factors associated with heart failure events in patients with new-onset persistent left bundle branch block at discharge after transcatheter aortic valve replacement.","New-onset persistent left bundle branch block (NOP-LBBB) at discharge after transcatheter aortic valve replacement (TAVR) is frequent, but its association with death and hospitalization for heart failure (HHF) remains unclear.

We aimed to assess the association of LBBB persistence or resolution after discharge and of permanent pacemaker (PPM) implantation before discharge with these outcomes.

We analyzed consecutive patients undergoing TAVR at Nancy University Hospital from 2009 to 2021 with NOP-LBBB at discharge and available 1-year follow-up. We assessed the association of LBBB persistence (LBBB+) or resolution (LBBB-) at 3 months and in-hospital PPM implantation (PPM+) or absence (PPM-) with the 1-year risk of the composite outcome of mortality or HHF.

Of 1646 TAVR patients, 287 (17.4%) had NOP-LBBB, with complete follow-up data available for 234 patients. Of them, 73 patients (31.2%) required in-hospital PPM implantation, 142 patients (60.7%) experienced LBBB persistence at 3-month follow-up, and 45 (19.2%) had both. The 1-year mortality or HHF rate was 6.3% (PPM-/LBBB-), 10.7% (PPM+/LBBB-), 20.6% (PPM-/LBBB+), and 22.2% (PPM+/LBBB+). LBBB persistence was significantly associated with the composite outcome irrespective of PPM implantation (adjusted hazard ratio [aHR] compared with PPM-/LBBB-: aHR for PPM-/LBBB+, 4.91 [1.64-14.64; P = .004]; aHR for PPM+/LBBB+, 4.58 [1.43-14.68; P = .010]), whereas PPM implantation with LBBB- was not (P = .29). This association was mainly driven by HHF (aHR for PPM-/LBBB+, 8.36 [1.90-36.83; P = .005]; aHR for PPM+/LBBB+, 8.36 [1.80-38.89; P = .007]).

The persistence of LBBB beyond discharge, rather than in-hospital PPM implantation, was associated with a higher risk of 1-year mortality or HHF in patients with NOP-LBBB at discharge after TAVR. Assessing postdischarge LBBB persistence may improve prognostic accuracy.","Echivard Mathieu"
"40541685","2025","Long-term outcome of His bundle pacing with a current of injury compared with left bundle branch area pacing.","N/A","Palmisano Pietro"
"40600862","2025","Erratum to ""Comparisons of long-term clinical outcomes with left bundle branch pacing, left ventricular septal pacing, and biventricular pacing for cardiac resynchronization therapy,"" Volume 21, Issue 8, P1342-1353, August 2024.","N/A","N/A"
"40147722","2025","Outcome of septal vascular injury and perforation in left bundle branch area pacing: Evaluating septal integrity using an institutional protocol.","Left bundle branch area pacing (LBBAP) involves deep septal lead deployment to capture the left bundle branch or adjacent myocardium, which could compromise the septum's structural integrity or pose injury to the septal vasculature. The potential long-term effects of these complications remain unclear.

This study aimed to evaluate acute and long-term outcomes of septal injury during LBBAP using a structured institutional protocol.

Adult patients receiving LBBAP between March 2019 and October 2024 were assessed for septal complications, including septal perforation, septal venous channel perforation (SVCP), septal coronary artery fistula (SCAF), and septal hematomas. The protocol included intraprocedural septography and postprocedural echocardiography, including visual assessment and strain imaging, to assess global and septal kinetics.

Of 636 patients, 32 (5%) experienced septal complications: 26 septal perforations (4%), 3 SVCPs (0.5%), and 3 SCAFs (0.5%). All perforations and SVCPs were identified during implantation, whereas SCAFs were diagnosed postprocedurally. All complications were asymptomatic with no adverse clinical outcomes. Septal kinetics remained unaffected as peak septal strain values showed no significant differences before and after implantation (from 20.4% &#xb1; 3.6% to 21.3% &#xb1; 3.3%; P = .16). No late perforations or ventricular septal defects were observed. Two SCAFs healed spontaneously, and 1 persisted asymptomatically. Key pacing characteristics and left ventricular ejection fraction remained stable throughout follow-up.

Septal perforations are the most frequent septal complication and are easily detected. Septal vascular injuries can be detected by dedicated protocols but occur rarely. None of these complications compromised septal integrity or function.","&#xd6;zpak Emine"
"40882901","2025","Conduction system pacing for the prevention and cure of pacing-induced cardiomyopathy: Bundled care.","N/A","Schaller Robert D"
"40280311","2025","Novel electrocardiographic observations during left bundle branch area pacing: Multiple QRS transition, supernormality, concealed capture, virtual electrode effect, and other phenomena.","N/A","Jastrz&#x119;bski Marek"
"41207649","2025","Accounting for inconclusive results and repeated testing: A framework for evaluating wearable electrocardiogram diagnostic performance with application to Apple Watch and artificial intelligence-enhanced interpretation.","Conventional wearable electrocardiogram (ECG) validation excludes inconclusive results and assumes single-attempt testing, which inflates reported diagnostic performance for atrial fibrillation (AF) detection. Current reporting frameworks do not reflect real-world clinical use.

The study aimed to introduce and evaluate an intention-to-diagnose (ITD) framework incorporating inconclusive outputs and repeat testing for realistic assessment of wearable ECG diagnostic performance in AF detection.

Prospective observational study comparing 3 reporting frameworks-naive (exclude inconclusive), pragmatic (count as incorrect), and ITD (permit 3 attempts), applied to identical Apple Watch ECG recordings using native algorithm and artificial intelligence (AI)-enabled neural network. Study conducted at a teaching hospital in Ireland with 296 participants after exclusions.

Apple Watch naive sensitivity/specificity were 96.1%/97.9%; pragmatic 78.1%/81.0%; ITD 92.2%/91.0%. The AI algorithm achieved pragmatic 98.4%/96.1% and ITD 98.4%/96.6%, with 92% reduction in inconclusive outputs vs Apple Watch. Repeatability was substantial for Apple Watch (kappa 0.77) and near-perfect for AI (0.96).

Wearable ECG reporting should adopt ITD frameworks, explicit handling of inconclusive outputs and repeat testing. Naive reporting inflates performance, whiereas pragmatic reporting deflates it. AI-enhanced interpretation materially reduces inconclusive results and improves ITD accuracy, providing a more usable and reliable pathway for real-world AF detection.","Doggart Peter"
"40930477","2025","Response to the letter to the editor entitled ""Do all pacing system analyzer models fit one size for the conduction system pacing?"".","N/A","Jim&#xe9;nez-L&#xf3;pez Jes&#xfa;s"
"40921315","2025","Electrocardiographic features of left bundle branch block after septal myectomy for obstructive hypertrophic cardiomyopathy.","N/A","Freedman Benjamin L"
"40930478","2025","Understanding electromechanics of left bundle branch area pacing: Association between electrical synchrony, mechanical synchrony, and myocardial work parameters.","During left bundle branch area pacing (LBBAP), several markers of electrical synchrony, (V6 R wave peak time [RWPT], aVL-RWPT, and the V6-V1 interpeak interval), are commonly used to assess LBB capture. Nevertheless, the relationship between these electrocardiographic (ECG) measurements and mechanical synchrony remains poorly understood.

We aimed to analyze the association between electrical parameters from the paced QRS (p-QRS) complex and mechanical performance assessed through 2-dimensional (2D) strain and myocardial work (MW) indices, following LBBAP implantation.

This prospective cohort study included 149 patients who underwent successful LBBAP implantation for bradycardia pacing. The association between paced ECG measurements, mechanical synchrony, and MW parameters was assessed using linear regression analysis.

A shorter paced V6-RWPT was associated to higher interventricular mechanical delay (IVMD) (&#x3b2; = -0.146; P = .096) and lower global wasted work (GWW) (&#x3b2; = 0.168; P = .057). Paced V1-RWPT was associated with greater GWW (&#x3b2; = 0.205; P = .048) and higher IVMD (&#x3b2; = 0.203; P = .046), as was the V6-V1 interpeak interval (&#x3b2; = 0.259; P = .009 for IVMD). Paced aVL-RWPT showed a strong relationship with mechanical synchrony and several MW indices, with longer values significantly related to increased peak strain dispersion (PSD) (&#x3b2; = 0.184; P = .050), global constructive work (GCW) (&#x3b2; = 0.263; P = .005), GWW (&#x3b2; = 0.253; P = .006) and decreased global work efficiency (GWE) (&#x3b2; = -0.205; P = .028). Additionally, longer p-QRS duration was associated with increased IVMD and GWW. Subgroup analyses revealed differences based on capture type.

Electrical p-QRS complex parameters in LBBAP were linked to mechanical synchrony and MW, emphasizing the importance of the QRS characteristics.","Briongos-Figuero Sem"
"40850589","2025","Prediction of incident atrial fibrillation: A comprehensive evaluation of conventional and artificial intelligence-enhanced approaches.","Multiple risk scores and biomarkers have been proposed for the prediction of atrial fibrillation (AF), but it is unknown how these compare with each other and whether they could be combined.

This study aimed to evaluate and compare approaches for incident AF prediction.

The artificial intelligence-enhanced electrocardiogram risk estimator-AF (AIRE-AF), a convolutional neural network with a discrete-time survival loss function, was developed to predict incident AF. It was trained using a dataset of 1,163,401 electrocardiograms from 189,539 patients from the Beth Israel Deaconess Medical Center and externally validated in the UK Biobank (n = 38,892). AIRE-AF was compared with other risk prediction approaches including the Cohorts for Heart and Aging Research in Genomic Epidemiology (CHARGE)-AF, a clinical risk score.

In the Beth Israel Deaconess Medical Center cohort, AIRE-AF predicted incident AF with a C-index of 0.750 (0.743-0.758). AIRE-AF was superior to CHARGE-AF, left atrial size, and N-terminal pro-B-type natriuretic peptide. The addition of CHARGE-AF and left atrial size provided a minor improvement in performance (C-index improvement 0.017). There was no additive value of N-terminal pro-B-type natriuretic peptide in combination with AIRE-AF. The single best-performing single predictor in the volunteer population (UK Biobank) was CHARGE-AF (C-index 0.750 [0.734-0.769]). The best-performing combination of 2 predictors was AIRE-AF and CHARGE-AF (C-index 0.768 [0.743-0.792]). The addition of a polygenic risk score to AIRE-AF and CHARGE-AF provided a further significant improvement in performance (C-index 0.791 [0.766-0.816]).

We present the first comprehensive evaluation of methodologies for predicting incident AF. Risk prediction with a model including AIRE-AF and CHARGE-AF resulted in similar performance to more complex models.","Sau Arunashis"
"41354230","2025","Development and validation of a novel machine learning-based algorithm to predict incident atrial fibrillation: A multicohort analysis.","Existing atrial fibrillation (AF) risk prediction models incorporate race as a covariate, systematically underestimating AF risk in black individuals and potentially perpetuating health care disparities.

This study aimed to develop and validate machine learning (ML)-based race-agnostic risk scores to predict AF risk and assess differences in risk stratification and bias compared with the CHARGE-AF score.

The derivation cohort included 16,719 participants free of AF at baseline (Atherosclerosis Risk in Communities visit 5, 2011-2013; Cardiovascular Health Study baseline, 1989-1990), and the validation cohort included 13,928 (Multi-Ethnic Study of Atherosclerosis and Framingham Offspring and Generation 3 studies). The primary outcome was the incidence of AF within 5 years. Model performance was assessed using concordance index, Brier score, and index of prediction accuracy. Bias was evaluated using disparate impact, equal opportunity difference, and Theil index. Population-attributable risk percentage was calculated across racial groups.

During the 5-year follow-up, incident AF occurred in 507 participants (3.0%) in the derivation cohort and 262 (1.9%) in the validation cohort. The ML model demonstrated superior performance compared with CHARGE-AF, with better discrimination (concordance index 0.83 [95% confidence interval 0.80-0.85] vs 0.77 [95% confidence interval 0.74-0.79]; P < .001) and improved calibration (Brier score 1.82 vs 1.92; P < .001). Key predictors included age, clinical factors (electrocardiographic parameters, cardiac biomarkers, and blood pressure), and education level. Population-attributable risk analysis demonstrated marked racial differences in AF risk contribution from age (non-Hispanic black 14.3% vs white participants 34.6%). The ML model reduced algorithmic bias vs CHARGE-AF across all metrics.

Race-agnostic ML models demonstrated superior predictive performance and reduced bias compared with CHARGE-AF, potentially improving clinical risk stratification while promoting health equity.","Segar Matthew W"
"41349660","2025","Innovative approach to conduction system pacing: Real-time ECG imaging guidance for precise left bundle branch area pacemaker lead placement.","Left bundle branch area pacing is currently the procedure of choice for various indications including atrioventricular block and is considered a physiological modality of pacing compared with right ventricular apex pacing especially in young adults.

This study aimed to increase the precision of left bundle branch area pacing (LBBAP) lead placement by developing a novel implantation technique using electrocardiographic imaging (ECGI).

This is a single-center prospective study. 10 consecutive patients who underwent an LBBAP device implantation under real-time ECGI guidance have been included in the study. Lead positioning was initially performed using fluoroscopy and a pacemaker analyzer only; then electrocardiographic (ECG) and ECGI analyses were performed in real time during the implantation at each lead position before and after fixation. ECG and ECGI parameters were measured as previously described. A directional activation map has been created for each attempt before lead fixation to ensure the final position. Correlation analysis between 12-lead ECG and ECGI values has been performed to analyze redundancy.

LBBAP implantation was successful in all patients. ECGI has been shown to be a fast and visual way to assess interventricular activation at every stage of conduction system pacing lead implantation. Inferoposterior sheath positions are associated with long total ventricular activation time using ECGI and higher interventricular dyssynchrony than anterosuperior septal sheath positions. All procedures were performed with only 1 screwing attempt. Screwing depth is mostly characterized by total ventricular activation time and left ventricular activation time using ECGI reduction during the screwing process. Previously described discordance between classic ECG parameters and ECGI analysis was confirmed, and redundancy of certain parameters was confirmed. Correlation analysis confirmed the importance of ECGI measurement of right ventricular activation in general and total activation time and left ventricular activation time for patients with an intrinsic QRS duration of >130 ms.

ECGI can bring significant value to conduction system device implantation. ECGI allows direct visualization of every procedural step, and its values confirm correct lead positioning and physiological ventricular activation. This might be very helpful in clinical practice by reducing the number of fixation attempts and proper activation assessment during the implantation, especially for patients with difficult cardiac and noncardiac anatomy.","Eltsov Ivan"
"40484159","2025","Stylet stabilization during left bundle branch area pacing.","N/A","Schaller Robert D"
"41352445","2025","Artificial intelligence-enabled electrocardiographic sex discordance and the risk of incident atrial fibrillation: A multinational cohort study.","Binary classification of sex fails to capture the sex-related continuum of atrial fibrillation (AF) risk.

This study aimed to develop an artificial intelligence (AI)-enabled electrocardiography (ECG) model for sex prediction and explore its association with AF risk.

An AI-ECG model for sex prediction was developed from the Severance Hospital training set and externally validated using Clinical Outcomes in Digital Electrocardiography 15% (area under the curve 0.91) and Medical Information Mart for Intensive Care IV (area under the curve 0.90) datasets. A sex discordance score-defined as 1 minus the AI-ECG-predicted probability (continuous) for self-reported sex-was estimated in AF-free individuals on 3 multinational test sets (Severance Hospital [n = 205,769], Yongin Severance Hospital [n = 112,942], and UK Biobank [n = 40,525]).

In the Severance Hospital and Yongin Severance Hospital test sets, sex discordance score increase was associated with higher AF risk in females, with Cohorts for Heart and Aging Research in Genomic Epidemiology Atrial Fibrillation (CHARGE-AF)-adjusted hazard ratio per standard deviation of 1.28 (95% confidence interval [CI] 1.24-1.33) and 1.32 (95% CI 1.27-1.36), respectively. No significant association was observed in males. Adding sex discordance score to the CHARGE-AF model significantly improved discrimination for AF in females, with a C-index increase of 0.026 (95% CI 0.013-0.037) and 0.020 (95% CI 0.010-0.032) in the respective datasets, but not in males. In the UK Biobank test set, a similar association between sex discordance score and incident AF risk was observed in females (CHARGE-AF-adjusted hazard ratio per standard deviation 1.23 [95% CI 1.13-1.32]; C-index increase 0.024 [95% CI 0.005-0.040]). In females, sex discordance score correlated with sex hormone imbalance, pericardial and visceral adiposity, atrial remodeling, and adverse lifestyle factors.

The AI-ECG sex discordance score captures females with disproportionately elevated AF risk with implications for enhanced risk factor modification and surveillance.","Park Hanjin"
"41265769","2025","The artificial intelligence-derived electrocardiographic age gap is associated with adverse clinical outcomes in LMNA-related cardiomyopathy.","N/A","Castrichini Matteo"
"41235981","2025","Treatment of drug-refractory ventricular tachycardia with conduction system pacing as an alternative to ventricular tachycardia ablation.","N/A","Herweg Bengt"
"40886747","2025","Strain-based evaluation of septal function after left bundle branch area pacing.","Left bundle branch area pacing (LBBAP) requires deep lead implantation within the septum to engage the left-sided conduction system. Although LBBAP is effective, its impact on septal contractility remains uncertain.

The purpose of this study was to evaluate the effect of deep septal lead deployment on septal contraction and activation sequence during LBBAP.

A total of 84 adult patients who underwent successful LBBAP were prospectively analyzed using strain imaging preimplantation and, at latest follow-up, during intrinsic rhythm and VVI pacing. Global longitudinal strain, peak septal strain (PSS), and mid-septal strain curves were assessed.

After 37 &#xb1; 14 months of follow-up, patients with normal baseline septal function exhibited no significant change in intrinsic PSS after implantation (preimplantation: -17.8 &#xb1; 5.6; postimplantation: -19.2 &#xb1; 4.5; P > .05). In contrast, patients with reduced baseline PSS (<-16) demonstrated a significant improvement after implantation (from -12.7 &#xb1; 4.1 to -14.8 &#xb1; 4.6; P < .001). No significant differences were observed between septal segments with and without lead placement. During VVI pacing, 4 distinct septal contraction patterns were identified: pattern I (29%), pattern II (39%), pattern III (14%), and pattern IV (18%). Higher pattern scores correlated with progressively reduced ventricular function and more discoordinated septal activation sequence. Among clinical and electrical variables, only the absence of a terminal R' wave in lead Vsignificantly predicted discoordinated septal contraction patterns (P < .001).

Deep septal lead placement does not impair septal contractility at mid-term follow-up in the majority of patients. Most patients retain normal contraction patterns (patterns I and II) postimplantation. However, the absence of an R' wave in lead Vis linked to abnormal septal contraction and may influence LBBAP outcomes.","&#xd6;zpak Emine"
